stage,file,line,helper,args,context
07,140123620_stage_07_gameplay_update_candidate.c,95,stage_spawn_dispatch_candidate,"0x72,0xce4,0x1fe,0xfa",if ((uVar7 < 200) && (uVar7 == ((int)uVar7 / 0x2b) * 0x2b)) { | if ((int)uVar9 == 0x758) {
07,140123620_stage_07_gameplay_update_candidate.c,99,stage_spawn_dispatch_candidate,"0x72,0xce4,0x168,200",if ((int)uVar9 == 0x758) { | if ((int)uVar9 == 0x794) {
07,140123620_stage_07_gameplay_update_candidate.c,103,stage_spawn_dispatch_candidate,"0x72,0xce4,0xd2,0x96",if ((int)uVar9 == 0x794) { | if ((int)uVar9 == 2000) {
07,140123620_stage_07_gameplay_update_candidate.c,108,stage_spawn_dispatch_candidate,"0x74,1000,0x21c - (((int)uVar9 + -0x60e) * 6) % 0x168,0x334",if ((int)uVar9 == 2000) { | if ((uVar7 < 0x8c) && (uVar7 == ((int)uVar7 / 0x13) * 0x13)) {
07,140123620_stage_07_gameplay_update_candidate.c,112,stage_spawn_dispatch_candidate,"0x26,5000,0x208,0xffffffec",if ((uVar7 < 0x8c) && (uVar7 == ((int)uVar7 / 0x13) * 0x13)) { | if ((int)uVar9 == 0x960) {
07,140123620_stage_07_gameplay_update_candidate.c,116,stage_spawn_dispatch_candidate,"0x26,5000,200,0xffffffec",if ((int)uVar9 == 0x960) { | if ((int)uVar9 == 0x9c4) {
07,140123620_stage_07_gameplay_update_candidate.c,127,stage_spawn_dispatch_candidate,"0x70,0x4b0,DAT_140e9fd1c % 0x259 + 0x3c,0x30c",if ((uVar7 < 0x3c) && (uVar7 == ((int)uVar7 / 0xc) * 0xc)) {
07,140123620_stage_07_gameplay_update_candidate.c,131,stage_spawn_dispatch_candidate,"0x76,18000,0x1ea,0x348",if ((int)uVar9 == 0xaf0) {
07,140123620_stage_07_gameplay_update_candidate.c,142,stage_spawn_dispatch_candidate,"0xb,500,0xffffffec,DAT_140e9fd1c % 0xc9 + 100",if ((uVar7 < 100) && (uVar7 == ((int)uVar7 / 0x14) * 0x14)) {
07,140123620_stage_07_gameplay_update_candidate.c,153,stage_spawn_dispatch_candidate,"0x70,0x4b0,DAT_140e9fd1c % 0xfb + 0xa0,0x30c",if ((uVar7 < 0xa0) && (uVar7 == ((int)uVar7 / 0x28) * 0x28)) {
07,140123620_stage_07_gameplay_update_candidate.c,164,stage_spawn_dispatch_candidate,"0xb,500,0x2e4,DAT_140e9fd1c % 0xc9 + 100",if ((uVar7 < 100) && (uVar7 == ((int)uVar7 / 0x14) * 0x14)) {
07,140123620_stage_07_gameplay_update_candidate.c,168,stage_spawn_dispatch_candidate,"0x76,15000,0xe6,0x348",if ((int)uVar9 == 0xd5c) {
07,140123620_stage_07_gameplay_update_candidate.c,172,stage_spawn_dispatch_candidate,"0x75,0x960,0x1ae,0x302",if ((int)uVar9 == 0xd5c) { | if ((int)uVar9 == 0xd84) {
07,140123620_stage_07_gameplay_update_candidate.c,176,stage_spawn_dispatch_candidate,"0x75,0x960,0x212,0x366",if ((int)uVar9 == 0xd84) { | if ((int)uVar9 == 0xdfc) {
07,140123620_stage_07_gameplay_update_candidate.c,187,stage_spawn_dispatch_candidate,"0xb,300,DAT_140e9fd1c % 0x259 + 0x3c,0xffffffec",if ((uVar7 < 0xaa) && (uVar7 == ((int)uVar7 / 10) * 10)) {
07,140123620_stage_07_gameplay_update_candidate.c,212,stage_spawn_dispatch_candidate,"0x72,0xaf0,0xe6,0xfa",if ((DAT_140e418cc != 0) || (iVar5 < 0x1068)) goto LAB_1401244b3; | if (iVar5 < 0x1900) { | if ((iVar5 < 0x17d4) && (iVar5 + -0x1068 == ((iVar5 + -0x1068) / 400) * 400)) {
07,140123620_stage_07_gameplay_update_candidate.c,217,stage_spawn_dispatch_candidate,"0x72,0xaf0,0x1ea,200",if (iVar5 < 0x1900) { | if ((iVar5 < 0x17d4) && (iVar5 + -0x1068 == ((iVar5 + -0x1068) / 400) * 400)) { | if ((uVar7 < 0x730) && (uVar7 == ((int)uVar7 / 400) * 400)) {
07,140123620_stage_07_gameplay_update_candidate.c,222,stage_spawn_dispatch_candidate,"0x71,0xaf0,0x1ea,0xfa",if ((uVar7 < 0x730) && (uVar7 == ((int)uVar7 / 400) * 400)) { | if ((uVar7 < 0x6a4) && (uVar7 == ((int)uVar7 / 400) * 400)) {
07,140123620_stage_07_gameplay_update_candidate.c,227,stage_spawn_dispatch_candidate,"0x71,0xaf0,0xe6,200",if ((uVar7 < 0x6a4) && (uVar7 == ((int)uVar7 / 400) * 400)) { | if ((uVar7 < 0x668) && (uVar7 == ((int)uVar7 / 400) * 400)) {
07,140123620_stage_07_gameplay_update_candidate.c,238,stage_spawn_dispatch_candidate,"0xb,500,DAT_140e9fd1c % 0x1f5 + 0x6e,0xffffffec",if ((uVar7 < 0x76c) && (uVar7 == ((int)uVar7 / 0x32) * 0x32)) {
07,140123620_stage_07_gameplay_update_candidate.c,242,stage_spawn_dispatch_candidate,"0x73,9000,0x19a,0",if ((int)uVar9 == 0x184c) {
07,140123620_stage_07_gameplay_update_candidate.c,250,stage_spawn_dispatch_candidate,"0x74,1000,((iVar5 + -0x1900) * 5) % 0x168 + 0xb4,0x334",if ((iVar5 < 0x1996) && (iVar5 + -0x1900 == ((iVar5 + -0x1900) / 0x13) * 0x13)) {
07,140123620_stage_07_gameplay_update_candidate.c,262,stage_spawn_dispatch_candidate,"0x70,0x4b0,DAT_140e9fd1c % 0x17d + 0xaa,0xffffffc4",if ((uVar7 < 0x50) && (uVar7 == ((int)uVar7 / 0x14) * 0x14)) {
07,140123620_stage_07_gameplay_update_candidate.c,266,stage_spawn_dispatch_candidate,"0x77,18000,0xf0,0x398",if ((int)uVar9 == 0x1a5e) {
07,140123620_stage_07_gameplay_update_candidate.c,278,stage_spawn_dispatch_candidate,"0x25,700,DAT_140e9fd1c % 0xb5 + 0x1a4,0xffffffec",if ((uVar7 < 0xfa) && (uVar7 == ((int)uVar7 / 0x48) * 0x48)) {
07,140123620_stage_07_gameplay_update_candidate.c,283,stage_spawn_dispatch_candidate,"0x74,1000,(int)(uVar7 * 2) % 200 + 0x186,0x334",if ((uVar7 < 0xb4) && (uVar7 == ((int)uVar7 / 0x27) * 0x27)) {
07,140123620_stage_07_gameplay_update_candidate.c,288,stage_spawn_dispatch_candidate,"0x72,0xaf0,0xf0","if ((uVar7 < 0xb4) && (uVar7 == ((int)uVar7 / 0x27) * 0x27)) { | if (((DAT_140e418cc == 0) && (uVar7 = (int)uVar9 - 0x1c20, uVar7 < 600)) &&"
07,140123620_stage_07_gameplay_update_candidate.c,299,stage_spawn_dispatch_candidate,"0x70,1000,DAT_140e9fd1c % 0x191 + 0xa0,0x30c",if ((uVar7 < 100) && (uVar7 == ((int)uVar7 / 0x15) * 0x15)) {
07,140123620_stage_07_gameplay_update_candidate.c,323,stage_spawn_dispatch_candidate,"0x73,6000,0x168 - (int)(dVar11 * DAT_14053a548),0",if ((DAT_140e418cc != 0) || (iVar5 < 0x2008)) goto LAB_140124c32; | if (iVar5 < 0x28a0) { | if ((iVar5 < 0x25e4) && (iVar5 + -0x2008 == ((iVar5 + -0x2008) / 0x96) * 0x96)) {
07,140123620_stage_07_gameplay_update_candidate.c,334,stage_spawn_dispatch_candidate,"0xb,300,DAT_140e9fd1c % 0x1f5 + 0x6e,0xffffffec",if ((uVar7 < 0x60e) && (uVar7 == ((int)uVar7 / 0x2c) * 0x2c)) {
07,140123620_stage_07_gameplay_update_candidate.c,338,stage_spawn_dispatch_candidate,"0x76,15000,0x168,0x348",if ((int)uVar9 == 0x2648) {
07,140123620_stage_07_gameplay_update_candidate.c,342,stage_spawn_dispatch_candidate,"0x75,0x960,0x1cc,1000",if ((int)uVar9 == 0x2648) { | if ((int)uVar9 == 0x2670) {
07,140123620_stage_07_gameplay_update_candidate.c,343,stage_spawn_dispatch_candidate,"0x75,0x960,0x104,1000",if ((int)uVar9 == 0x2648) { | if ((int)uVar9 == 0x2670) {
07,140123620_stage_07_gameplay_update_candidate.c,347,stage_spawn_dispatch_candidate,"0x75,0x960,0x21c,0x366",if ((int)uVar9 == 0x2670) { | if ((int)uVar9 == 10000) {
07,140123620_stage_07_gameplay_update_candidate.c,348,stage_spawn_dispatch_candidate,"0x75,0x960,0xb4,0x366",if ((int)uVar9 == 0x2670) { | if ((int)uVar9 == 10000) {
07,140123620_stage_07_gameplay_update_candidate.c,352,stage_spawn_dispatch_candidate,"0x70,0x4b0,0x1b8,0x30c",if ((int)uVar9 == 10000) { | if ((int)uVar9 == 0x2814) {
07,140123620_stage_07_gameplay_update_candidate.c,353,stage_spawn_dispatch_candidate,"0x70,0x4b0,0x118,0x30c",if ((int)uVar9 == 10000) { | if ((int)uVar9 == 0x2814) {
07,140123620_stage_07_gameplay_update_candidate.c,357,stage_spawn_dispatch_candidate,"0x70,0x4b0,0x208,0x30c",if ((int)uVar9 == 0x2814) { | if ((int)uVar9 == 0x283c) {
07,140123620_stage_07_gameplay_update_candidate.c,358,stage_spawn_dispatch_candidate,"0x70,0x4b0,200,0x30c",if ((int)uVar9 == 0x2814) { | if ((int)uVar9 == 0x283c) {
07,140123620_stage_07_gameplay_update_candidate.c,372,stage_spawn_dispatch_candidate,"0xb,300,DAT_140e9fd1c % 0x259 + 0x3c,0xffffffec",if (((int)uVar7 < 0x2968) && (uVar7 - 0x28a0 == ((int)(uVar7 - 0x28a0) / 10) * 10)) {
07,140123620_stage_07_gameplay_update_candidate.c,377,stage_spawn_dispatch_candidate,"0x77,18000,0x1e0,0x398",if ((int)uVar9 == 0x2968) {
07,140123620_stage_07_gameplay_update_candidate.c,390,stage_spawn_dispatch_candidate,"0x70,700,0xffffffec,DAT_140e9fd1c % 0xc9 + 100","if (((uVar7 < 0x1c2) && (iVar5 = (int)uVar7 % 0x10e, iVar5 < 0x3c)) &&"
07,140123620_stage_07_gameplay_update_candidate.c,394,stage_spawn_dispatch_candidate,"0x76,15000,0xe6,0x348",if ((int)uVar9 == 0x2c24) {
07,140123620_stage_07_gameplay_update_candidate.c,406,stage_spawn_dispatch_candidate,"0x70,700,0x2e4,DAT_140e9fd1c % 0xc9 + 100",if ((uVar7 < 0x78) && (uVar7 == ((int)uVar7 / 0x1e) * 0x1e)) {
07,140123620_stage_07_gameplay_update_candidate.c,419,stage_spawn_dispatch_candidate,"0xb,300,DAT_140e9fd1c % 0x1f5 + 0x6e,0xffffffec",if ((uVar8 < 100) && (uVar8 == ((int)uVar8 / 10) * 10)) {
07,140123620_stage_07_gameplay_update_candidate.c,423,stage_spawn_dispatch_candidate,"8,5000,0x1cc,0",if (uVar7 == 0x2e18) {
07,140123620_stage_07_gameplay_update_candidate.c,23,stage_intro_banner_event_candidate,"DAT_140e445c0 + (DAT_1407c7798 + 9) * 10,DAT_140e445c0,DAT_140e418c8,0x32,0xe6,0",
08,1401253e0_stage_08_gameplay_update_candidate.c,99,stage_spawn_dispatch_candidate,"0x97,0x5dc,(int)*(float *)(&local_228 + uVar6), (int)*(float *)((longlong)&local_228 + uVar6 * 8 + 4)",if (DAT_140e418c8 == 400) {
08,1401253e0_stage_08_gameplay_update_candidate.c,104,stage_spawn_dispatch_candidate,"0x9a,15000,0x200,0xfffff37e",
08,1401253e0_stage_08_gameplay_update_candidate.c,105,stage_spawn_dispatch_candidate,"0x9a,15000,0x138,0xffffee99",
08,1401253e0_stage_08_gameplay_update_candidate.c,110,stage_spawn_dispatch_candidate,"0x98,1000,0x302,DAT_140e418c8 - 0x352",if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,115,stage_spawn_dispatch_candidate,"0x98,1000,0xffffffce,(int)uVar6 + -0x460",if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) { | if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,120,stage_spawn_dispatch_candidate,"0x98,1000,0x302,(int)uVar6 + -0x992",if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) { | if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,125,stage_spawn_dispatch_candidate,"0x98,1000,0xffffffce,(int)uVar6 + -0x1158",if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) { | if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,130,stage_spawn_dispatch_candidate,"0x95,1000,0x10e,0xffffffce",if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) { | if ((uVar5 < 0x226) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,131,stage_spawn_dispatch_candidate,"0x95,1000,0x168,0xffffffce",if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) { | if ((uVar5 < 0x226) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,132,stage_spawn_dispatch_candidate,"0x95,1000,0x1c2,0xffffffce",if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) { | if ((uVar5 < 0x226) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,137,stage_spawn_dispatch_candidate,"0x95,0x4b0,0x1d6,0xffffffce",if ((uVar5 < 0x226) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) { | if ((uVar5 < 500) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,138,stage_spawn_dispatch_candidate,"0x95,0x4b0,0x249,0xffffffce",if ((uVar5 < 500) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,143,stage_spawn_dispatch_candidate,"0x95,0x4b0,0xe6,0xffffffce",if ((uVar5 < 500) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) { | if ((uVar5 < 400) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,144,stage_spawn_dispatch_candidate,"0x95,0x4b0,0x1ea,0xffffffce",if ((uVar5 < 500) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) { | if ((uVar5 < 400) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,157,stage_spawn_dispatch_candidate,"0x99,0x4b0,(int)*(float *)(&local_228 + uVar7), (int)*(float *)((longlong)&local_228 + uVar7 * 8 + 4) + (int)uVar6 + -0x672",if ((int)uVar6 == iVar12) {
08,1401253e0_stage_08_gameplay_update_candidate.c,167,stage_spawn_dispatch_candidate,"0x99,0x5dc,0xffffffce,0x50",if ((int)uVar6 == 0xce4) {
08,1401253e0_stage_08_gameplay_update_candidate.c,171,stage_spawn_dispatch_candidate,"0x99,0x5dc,0xffffff4c,0x50",if ((int)uVar6 == 0xce4) { | if ((int)uVar6 == 0xd02) {
08,1401253e0_stage_08_gameplay_update_candidate.c,216,stage_spawn_dispatch_candidate,"0x96,700,(int)*pfVar8,(int)(fVar2 - pfVar8[1]) + (int)uVar6 + -0x157c",if (0xf < iVar10) { | if ((int)uVar6 == iVar3) {
08,1401253e0_stage_08_gameplay_update_candidate.c,238,stage_spawn_dispatch_candidate,"0xb,0xfa,DAT_140e9fd1c % 0x259 + 0x3c,0xffffffec",if (uVar5 == 0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,255,stage_spawn_dispatch_candidate,"0x44,0xfa,DAT_140e9fd1c % 0x259 + 0x3c,0xffffffec",if (uVar5 == 0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,260,stage_spawn_dispatch_candidate,"0xe,5000,500,0",if ((int)uVar6 == 0x26c) {
08,1401253e0_stage_08_gameplay_update_candidate.c,264,stage_spawn_dispatch_candidate,"0xe,5000,0xdc,0",if ((int)uVar6 == 0x26c) { | if ((int)uVar6 == 0x28a) {
08,1401253e0_stage_08_gameplay_update_candidate.c,268,stage_spawn_dispatch_candidate,"7,5000,0x1cc,0",if ((int)uVar6 == 0x28a) { | if ((int)uVar6 == 1000) {
08,1401253e0_stage_08_gameplay_update_candidate.c,279,stage_spawn_dispatch_candidate,"0xb,0xfa,DAT_140e9fd1c % 0x259 + 0x3c,0xffffffec",if ((uVar5 < 0x96) && (uVar5 == ((int)uVar5 / 0xc) * 0xc)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,290,stage_spawn_dispatch_candidate,"0xb,0xfa,DAT_140e9fd1c % 0x259 + 0x3c,0xffffffec",if ((uVar5 < 100) && (uVar5 == ((int)uVar5 / 0xc) * 0xc)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,301,stage_spawn_dispatch_candidate,"0x45,400,0xffffffec,DAT_140e9fd1c % 0x79 + 0x96",if ((uVar5 < 100) && (uVar5 == ((int)uVar5 / 0xf) * 0xf)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,305,stage_spawn_dispatch_candidate,"0x10,14000,0x10e,0x50",if ((int)uVar6 == 0xb54) {
08,1401253e0_stage_08_gameplay_update_candidate.c,321,stage_spawn_dispatch_candidate,"0x44,0xfa,DAT_140e9fd1c % 0x155 + 0x3c,0xffffffec",if (uVar5 == 0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,338,stage_spawn_dispatch_candidate,"0x44,0xfa,DAT_140e9fd1c % 0x155 + 0x140,0xffffffec",if (uVar5 == 0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,343,stage_spawn_dispatch_candidate,"0x46,0x960,0xfffffed4,0x32",if ((int)uVar6 == 0x1004) {
08,1401253e0_stage_08_gameplay_update_candidate.c,347,stage_spawn_dispatch_candidate,"0x46,0x960,0x3fc,0x32",if ((int)uVar6 == 0x1004) { | if ((int)uVar6 == 0x1022) {
08,1401253e0_stage_08_gameplay_update_candidate.c,351,stage_spawn_dispatch_candidate,"0x46,0x960,0xfffffed4,100",if ((int)uVar6 == 0x1022) { | if ((int)uVar6 == 0x109a) {
08,1401253e0_stage_08_gameplay_update_candidate.c,355,stage_spawn_dispatch_candidate,"0x46,0x960,0x3fc,100",if ((int)uVar6 == 0x109a) { | if ((int)uVar6 == 0x10b8) {
08,1401253e0_stage_08_gameplay_update_candidate.c,366,stage_spawn_dispatch_candidate,"0x45,400,0x2e4,DAT_140e9fd1c % 0x83 + 0x78",if ((uVar5 < 100) && (uVar5 == ((int)uVar5 / 0xf) * 0xf)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,377,stage_spawn_dispatch_candidate,"0x44,200,DAT_140e9fd1c % 0x281 + 0x28,0xffffffec",if ((uVar5 < 0xa0) && (uVar5 == ((int)uVar5 / 5) * 5)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,382,stage_spawn_dispatch_candidate,"0x45,400,0x50,0xffffffec",if ((uVar5 < 0x32) && (uVar5 == ((int)uVar5 / 0x1e) * 0x1e)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,383,stage_spawn_dispatch_candidate,"0x45,400,0xdc,0xffffffec",if ((uVar5 < 0x32) && (uVar5 == ((int)uVar5 / 0x1e) * 0x1e)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,384,stage_spawn_dispatch_candidate,"0x45,400,0x168,0xffffffec",if ((uVar5 < 0x32) && (uVar5 == ((int)uVar5 / 0x1e) * 0x1e)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,385,stage_spawn_dispatch_candidate,"0x45,400,500,0xffffffec",if ((uVar5 < 0x32) && (uVar5 == ((int)uVar5 / 0x1e) * 0x1e)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,386,stage_spawn_dispatch_candidate,"0x45,400,0x26c,0xffffffec",if ((uVar5 < 0x32) && (uVar5 == ((int)uVar5 / 0x1e) * 0x1e)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,390,stage_spawn_dispatch_candidate,"0x46,0x960,0xfffffed4,100",if ((int)uVar6 == 0x16a8) {
08,1401253e0_stage_08_gameplay_update_candidate.c,391,stage_spawn_dispatch_candidate,"0x46,0x960,0x3fc,100",if ((int)uVar6 == 0x16a8) {
08,1401253e0_stage_08_gameplay_update_candidate.c,396,stage_spawn_dispatch_candidate,"0x9c,9000,0x21c,200",if ((int)uVar6 == 0x16a8) { | if ((int)uVar6 == 0x186a) { | if (DAT_140e445c0 == 0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,400,stage_spawn_dispatch_candidate,"0x9f,7000,0x21c,200",if ((int)uVar6 == 0x186a) { | if (DAT_140e445c0 == 0) { | if (DAT_140e445c0 == 1) {
08,1401253e0_stage_08_gameplay_update_candidate.c,404,stage_spawn_dispatch_candidate,"0xa2,7000,0x21c,200",if (DAT_140e445c0 == 1) { | if (DAT_140e445c0 == 2) {
08,1401253e0_stage_08_gameplay_update_candidate.c,410,stage_spawn_dispatch_candidate,"0xb,300,0x50,0xffffffec",if (DAT_140e445c0 == 2) { | if ((uVar5 < 0x8c) && (uVar5 == ((int)uVar5 / 0x3c) * 0x3c)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,411,stage_spawn_dispatch_candidate,"0xb,300,0xdc,0xffffffec",if (DAT_140e445c0 == 2) { | if ((uVar5 < 0x8c) && (uVar5 == ((int)uVar5 / 0x3c) * 0x3c)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,412,stage_spawn_dispatch_candidate,"0xb,300,0x168,0xffffffec",if ((uVar5 < 0x8c) && (uVar5 == ((int)uVar5 / 0x3c) * 0x3c)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,413,stage_spawn_dispatch_candidate,"0xb,300,500,0xffffffec",if ((uVar5 < 0x8c) && (uVar5 == ((int)uVar5 / 0x3c) * 0x3c)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,414,stage_spawn_dispatch_candidate,"0xb,300,0x26c,0xffffffec",if ((uVar5 < 0x8c) && (uVar5 == ((int)uVar5 / 0x3c) * 0x3c)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,418,stage_spawn_dispatch_candidate,"8,5000,0x136,0",if ((int)uVar6 == 0x19fa) {
08,1401253e0_stage_08_gameplay_update_candidate.c,429,stage_spawn_dispatch_candidate,"0x70,0x15e,0x2e4,DAT_140e9fd1c % 0xc9 + 100",if ((uVar5 < 0x3c) && (uVar5 == ((int)uVar5 / 10) * 10)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,440,stage_spawn_dispatch_candidate,"0x70,0x15e,0xffffffec,DAT_140e9fd1c % 0xc9 + 100",if ((uVar5 < 0x3c) && (uVar5 == ((int)uVar5 / 10) * 10)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,456,stage_spawn_dispatch_candidate,"0x70,0x15e,((DAT_140e9fd1c / 0xc9) * 0xc9 - DAT_140e9fd1c) + 0x136,0xffffffec",if (uVar5 == 0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,464,stage_spawn_dispatch_candidate,"0x70,0x15e,DAT_140e9fd1c % 0xc9 + 0x19a,0xffffffec",
08,1401253e0_stage_08_gameplay_update_candidate.c,477,stage_spawn_dispatch_candidate,"0x37,300,DAT_140e9fd1c % 0x1e1 + 0x78, ((DAT_140e9fd18 >> 0xb ^ uVar5) >> 8 ^ DAT_140e9fd18 ^ uVar5) % 0x97 + 400",if ((uVar5 < 0x96) && (uVar5 == ((int)uVar5 / 0x14) * 0x14)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,483,stage_spawn_dispatch_candidate,"0x71,5000,0x1b8,200",if ((int)uVar6 == 0x1c20) {
08,1401253e0_stage_08_gameplay_update_candidate.c,487,stage_spawn_dispatch_candidate,"0x72,5000,0x118,200",if ((int)uVar6 == 0x1c20) { | if ((int)uVar6 == 0x1cac) {
08,1401253e0_stage_08_gameplay_update_candidate.c,491,stage_spawn_dispatch_candidate,"0x71,5000,0x1e0,0xfa",if ((int)uVar6 == 0x1cac) { | if ((int)uVar6 == 0x1d38) {
08,1401253e0_stage_08_gameplay_update_candidate.c,507,stage_spawn_dispatch_candidate,"0x44,0xfa,DAT_140e9fd1c % 0x259 + 0x3c,0xffffffec",if (uVar5 == 0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,512,stage_spawn_dispatch_candidate,"0x1c,0x1130,0xffffff88,0",if ((int)uVar6 == 0x1db0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,516,stage_spawn_dispatch_candidate,"0x1c,0x1130,0x348,0x1e",if ((int)uVar6 == 0x1db0) { | if ((int)uVar6 == 0x1e32) {
08,1401253e0_stage_08_gameplay_update_candidate.c,520,stage_spawn_dispatch_candidate,"0x1c,0x1130,0xffffff88,0x3c",if ((int)uVar6 == 0x1e32) { | if ((int)uVar6 == 0x1eb4) {
08,1401253e0_stage_08_gameplay_update_candidate.c,524,stage_spawn_dispatch_candidate,"0x1c,0x1130,0x348,0x5a",if ((int)uVar6 == 0x1eb4) { | if ((int)uVar6 == 0x1f36) {
08,1401253e0_stage_08_gameplay_update_candidate.c,540,stage_spawn_dispatch_candidate,"0xb,300,((DAT_140e9fd1c / 0xc9) * 0xc9 - DAT_140e9fd1c) + 0x136,0xffffffec",if (uVar5 == 0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,548,stage_spawn_dispatch_candidate,"0xb,300,DAT_140e9fd1c % 0xc9 + 0x19a,0xffffffec",
08,1401253e0_stage_08_gameplay_update_candidate.c,554,stage_spawn_dispatch_candidate,"0xa4,75000,0x334,0xb4",if (uVar5 == 0x20a8) {
08,1401253e0_stage_08_gameplay_update_candidate.c,568,stage_spawn_dispatch_candidate,"0x70,0x15e,((DAT_140e9fd1c / 0x1f5) * 0x1f5 - DAT_140e9fd1c) + 0x262,0xffffffec",if ((uVar13 < 0x44c) && (uVar13 == ((int)uVar13 / 0x1e) * 0x1e)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,585,stage_spawn_dispatch_candidate,"0xb,300,((DAT_140e9fd1c / 0x1f5) * 0x1f5 - DAT_140e9fd1c) + 0x262,0xffffffec",if (uVar5 == 0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,598,stage_spawn_dispatch_candidate,"0x1a,300,((DAT_140e9fd1c / 0x1b9) * 0x1b9 - DAT_140e9fd1c) + 0x244,0xffffffec",if ((uVar5 < 300) && (uVar5 == ((int)uVar5 / 0x16) * 0x16)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,610,stage_spawn_dispatch_candidate,"0x38,0xe10,((DAT_140e9fd1c / 0x1b9) * 0x1b9 - DAT_140e9fd1c) + 0x244,0xffffffec",if ((uVar5 < 0x104) && (uVar5 == ((int)uVar5 / 100) * 100)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,616,stage_spawn_dispatch_candidate,"0x26,3000,0x168,0xffffffec",if ((int)uVar6 == 0x28a0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,620,stage_spawn_dispatch_candidate,"0x26,3000,0x21c,0xffffffec",if ((int)uVar6 == 0x28a0) { | if ((int)uVar6 == 0x28d2) {
08,1401253e0_stage_08_gameplay_update_candidate.c,621,stage_spawn_dispatch_candidate,"0x26,3000,0xb4,0xffffffec",if ((int)uVar6 == 0x28a0) { | if ((int)uVar6 == 0x28d2) {
